#,number_of_header_lines:,72,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,USE,OF,ESRL,GMD,DATA,****************,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,These,data,are,made,freely,available,to,the,public,and,the,,,,,,,,,,,,,,
#,comment:,scientific,community,in,the,belief,that,their,wide,dissemination,,,,,,,,,,,,,,,,
#,comment:,will,lead,to,greater,understanding,and,new,scientific,insights.,,,,,,,,,,,,,,,,
#,comment:,The,availability,of,these,data,does,not,constitute,publication,,,,,,,,,,,,,,,,
#,comment:,of,the,data.,NOAA,relies,on,the,ethics,and,integrity,of,the,user,to,,,,,,,,,,,
#,comment:,ensure,that,GML,receives,fair,credit,for,their,work.,If,the,data,,,,,,,,,,,,,
#,comment:,are,obtained,for,potential,use,in,a,publication,or,"presentation,",,,,,,,,,,,,,,,
#,comment:,GML,should,be,informed,at,the,outset,of,the,nature,of,this,work.,,,,,,,,,,,,
#,comment:,If,the,GML,data,are,essential,to,the,"work,",or,if,an,important,,,,,,,,,,,,
#,comment:,result,or,conclusion,depends,on,the,GML,"data,",co-authorship,,,,,,,,,,,,,,,,
#,comment:,may,be,appropriate.,This,should,be,discussed,at,an,early,stage,in,,,,,,,,,,,,,
#,comment:,the,work.,Manuscripts,using,the,GML,data,should,be,sent,to,GML,,,,,,,,,,,,,
#,comment:,for,review,before,they,are,submitted,for,publication,so,we,can,,,,,,,,,,,,,,
#,comment:,ensure,that,the,quality,and,limitations,of,the,data,are,accurately,,,,,,,,,,,,,,
#,comment:,represented.,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Every,effort,is,made,to,produce,the,most,accurate,and,precise,,,,,,,,,,,,,,
#,comment:,measurements,possible.,"However,",we,reserve,the,right,to,make,,,,,,,,,,,,,,,,
#,comment:,corrections,to,the,data,based,on,recalibration,of,standard,gases,,,,,,,,,,,,,,,
#,comment:,or,for,other,reasons,deemed,scientifically,justified.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,We,are,not,responsible,for,results,and,conclusions,based,on,use,,,,,,,,,,,,,,
#,comment:,of,these,data,without,regard,to,this,warning.,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,contact_parameter:,CO2,CCGG,(Individual,Flasks),,,,,,,,,,,,,,,,,,,,,
#,contact_name:,Ed,Dlugokencky,,,,,,,,,,,,,,,,,,,,,,,
#,contact_telephone:,-303,497-6228,,,,,,,,,,,,,,,,,,,,,,,
#,contact_email:,Ed.Dlugokencky@noaa.gov,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,COLLABORATORS,***************,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,NOAA,thanks,the,following,collaborators,without,,,,,,,,,,,,,,,,,,,
#,comment:,whom,these,measurements,would,not,be,possible.,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_name:,Weizmann,Institute,of,Science,and,Arava,Institute,,,,,,,,,,,,,,,,,,
#,collaborator_name:,for,Environmental,Studies,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Arava,Institute,for,Environmental,Studies,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Kibbutz,"Ketura,",8884000,,,,,,,,,,,,,,,,,,,,,,
#,collaborator_comment:,Israel,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,RECIPROCITY,AGREEMENT,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Use,of,these,data,implies,an,agreement,to,reciprocate.,,,,,,,,,,,,,,,,
#,comment:,Laboratories,making,similar,measurements,agree,to,make,their,,,,,,,,,,,,,,,,,
#,comment:,own,data,available,to,the,general,public,and,to,the,scientific,,,,,,,,,,,,,,
#,comment:,community,in,an,equally,complete,and,easily,accessible,form.,,,,,,,,,,,,,,,,
#,comment:,Modelers,are,encouraged,to,make,available,to,the,"community,",,,,,,,,,,,,,,,,
#,comment:,upon,"request,",their,own,tools,used,in,the,interpretation,,,,,,,,,,,,,,,,
#,comment:,of,the,GML,"data,",namely,well,documented,model,"code,",transport,,,,,,,,,,,,,,,
#,comment:,"fields,",and,additional,information,necessary,for,other,,,,,,,,,,,,,,,,,,
#,comment:,scientists,to,repeat,the,work,and,to,run,modified,versions.,,,,,,,,,,,,,,,
#,comment:,Model,availability,includes,collaborative,support,for,new,,,,,,,,,,,,,,,,,,
#,comment:,users,of,the,models.,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DESCRIPTION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,description_site-code:,wis,,,,,,,,,,,,,,,,,,,,,,,,
#,description_project-abbr:,ccg_surface,,,,,,,,,,,,,,,,,,,,,,,,
#,description_strategy-abbr:,flask,,,,,,,,,,,,,,,,,,,,,,,,
#,description_sample-constraints:,"me:-H~date:1900-01-01,2019-12-31",,,,,,,,,,,,,,,,,,,,,,,,
#,description_creation-time:,7/24/20,11:04:26,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,************,DATA,DOCUMENTATION,***************,,,,,,,,,,,,,,,,,,,,,
#,comment:,,,,,,,,,,,,,,,,,,,,,,,,,
#,comment:,Please,refer,to,the,species-specific,README,file,in,the,,,,,,,,,,,,,,,,
sample_site_code,sample_year,sample_month,sample_day,sample_hour,sample_minute,sample_seconds,sample_id,sample_method,parameter_formula,analysis_group_abbr,analysis_value,analysis_uncertainty,analysis_flag,analysis_instrument,analysis_year,analysis_month,analysis_day,analysis_hour,analysis_minute,analysis_seconds,sample_latitude,sample_longitude,sample_altitude,sample_elevation,sample_intake_height,event_number
WIS,2015,9,15,15,5,0,2376-99,P,co2,CCGG,401.03,0.07,...,L8,2015,10,14,15,9,0,29.9731,35.0567,156,151,5,395051
WIS,2015,9,20,6,55,0,3723-99,P,co2,CCGG,399.58,0.07,...,L8,2015,10,14,11,43,0,29.9731,35.0567,156,151,5,395048
WIS,2015,9,20,6,55,0,3724-99,P,co2,CCGG,399.45,0.07,...,L8,2015,10,14,11,59,0,29.9731,35.0567,156,151,5,395049
WIS,2015,9,26,7,10,0,1261-99,P,co2,CCGG,399.9,0.07,...,L8,2015,10,23,16,33,0,29.9731,35.0567,156,151,5,396291
WIS,2015,9,26,7,10,0,1262-99,P,co2,CCGG,399.86,0.07,...,L8,2015,10,23,16,49,0,29.9731,35.0567,156,151,5,396292
WIS,2015,10,4,6,30,0,4059-99,P,co2,CCGG,403.91,0.07,...,L8,2015,10,23,16,1,0,29.9731,35.0567,156,151,5,396289
WIS,2015,10,4,6,30,0,4060-99,P,co2,CCGG,403.9,0.07,...,L8,2015,10,23,16,17,0,29.9731,35.0567,156,151,5,396290
WIS,2015,10,11,7,12,0,3529-99,P,co2,CCGG,403.2,0.07,...,L8,2015,11,3,12,58,0,29.9731,35.0567,156,151,5,396694
WIS,2015,10,11,7,12,0,3530-99,P,co2,CCGG,403.49,0.07,...,L8,2015,11,3,13,14,0,29.9731,35.0567,156,151,5,396695
WIS,2015,10,18,6,51,0,3829-99,P,co2,CCGG,406.77,0.07,...,L8,2015,11,3,13,30,0,29.9731,35.0567,156,151,5,396692
WIS,2015,10,18,6,51,0,3830-99,P,co2,CCGG,406.81,0.07,...,L8,2015,11,3,13,46,0,29.9731,35.0567,156,151,5,396693
WIS,2015,10,25,6,40,0,165-99,P,co2,CCGG,405.11,0.07,...,L8,2015,11,16,14,26,0,29.9731,35.0567,156,151,5,397594
WIS,2015,10,25,6,40,0,166-99,P,co2,CCGG,405.33,0.07,...,L8,2015,11,16,14,42,0,29.9731,35.0567,156,151,5,397595
WIS,2015,11,1,9,30,0,3417-99,P,co2,CCGG,408.85,0.07,...,L8,2015,11,16,13,55,0,29.9731,35.0567,156,151,5,397592
WIS,2015,11,1,9,30,0,3418-99,P,co2,CCGG,408.91,0.07,...,L8,2015,11,16,14,11,0,29.9731,35.0567,156,151,5,397593
WIS,2015,11,8,8,0,0,17-99,P,co2,CCGG,407.56,0.07,...,L8,2015,12,2,13,22,0,29.9731,35.0567,156,151,5,398279
WIS,2015,11,8,8,0,0,18-99,P,co2,CCGG,407.6,0.07,...,L8,2015,12,2,13,38,0,29.9731,35.0567,156,151,5,398278
WIS,2015,11,16,7,0,0,3073-99,P,co2,CCGG,404.95,0.07,...,L8,2015,12,2,13,6,0,29.9731,35.0567,156,151,5,398276
WIS,2015,11,16,7,0,0,3074-99,P,co2,CCGG,405.04,0.07,...,L8,2015,12,2,12,50,0,29.9731,35.0567,156,151,5,398277
WIS,2015,11,24,11,0,0,1829-99,P,co2,CCGG,404.66,0.07,...,L8,2015,12,30,9,26,0,29.9731,35.0567,156,151,5,399063
WIS,2015,11,24,11,0,0,1830-99,P,co2,CCGG,404.74,0.07,...,L8,2015,12,30,9,42,0,29.9731,35.0567,156,151,5,399064
WIS,2015,11,29,7,20,0,2423-99,P,co2,CCGG,409.28,0.07,...,L8,2015,12,30,8,54,0,29.9731,35.0567,156,151,5,399062
WIS,2015,11,29,7,20,0,2424-99,P,co2,CCGG,409.35,0.07,...,L8,2015,12,30,9,10,0,29.9731,35.0567,156,151,5,399061
WIS,2015,12,6,7,0,0,2669-99,P,co2,CCGG,407.74,0.07,...,L8,2016,1,12,15,0,0,29.9731,35.0567,156,151,5,399980
WIS,2015,12,6,7,0,0,2670-99,P,co2,CCGG,407.66,0.07,...,L8,2016,1,12,15,16,0,29.9731,35.0567,156,151,5,399981
WIS,2015,12,13,9,30,0,4881-99,P,co2,CCGG,407.03,0.07,+..,L8,2016,1,12,15,32,0,29.9731,35.0567,156,151,5,399978
WIS,2015,12,13,9,30,0,4882-99,P,co2,CCGG,406.51,0.07,-..,L8,2016,1,12,15,47,0,29.9731,35.0567,156,151,5,399979
WIS,2015,12,21,10,10,0,851-99,P,co2,CCGG,408.89,0.07,...,L8,2016,1,19,14,20,0,29.9731,35.0567,156,151,5,400364
WIS,2015,12,21,10,10,0,852-99,P,co2,CCGG,409.04,0.07,...,L8,2016,1,19,14,35,0,29.9731,35.0567,156,151,5,400365
WIS,2015,12,27,8,0,0,1797-99,P,co2,CCGG,408.59,0.07,...,L8,2016,1,19,14,51,0,29.9731,35.0567,156,151,5,400362
WIS,2015,12,27,8,0,0,1798-99,P,co2,CCGG,408.53,0.07,...,L8,2016,1,19,15,7,0,29.9731,35.0567,156,151,5,400363
WIS,2016,1,3,7,30,0,3187-99,P,co2,CCGG,406.35,0.07,...,L8,2016,2,9,11,57,0,29.9731,35.0567,156,151,5,401412
WIS,2016,1,3,7,30,0,3188-99,P,co2,CCGG,406.56,0.07,...,L8,2016,2,9,12,12,0,29.9731,35.0567,156,151,5,401413
WIS,2016,1,10,12,50,0,5007-99,P,co2,CCGG,407.38,0.07,...,L8,2016,2,9,11,25,0,29.9731,35.0567,156,151,5,401410
WIS,2016,1,10,12,50,0,5008-99,P,co2,CCGG,407.32,0.07,...,L8,2016,2,9,11,41,0,29.9731,35.0567,156,151,5,401411
WIS,2016,1,17,7,30,0,599-99,P,co2,CCGG,405.08,0.07,...,L8,2016,2,17,13,47,0,29.9731,35.0567,156,151,5,402196
WIS,2016,1,17,7,30,0,600-99,P,co2,CCGG,405.05,0.07,...,L8,2016,2,17,14,3,0,29.9731,35.0567,156,151,5,402197
WIS,2016,1,25,7,10,0,105-99,P,co2,CCGG,410.01,0.07,...,L8,2016,2,17,14,51,0,29.9731,35.0567,156,151,5,402194
WIS,2016,1,25,7,10,0,106-99,P,co2,CCGG,410.11,0.07,...,L8,2016,2,17,15,7,0,29.9731,35.0567,156,151,5,402195
WIS,2016,1,31,11,30,0,3001-99,P,co2,CCGG,411.2,0.07,...,L8,2016,2,26,13,55,0,29.9731,35.0567,156,151,5,402637
WIS,2016,1,31,11,30,0,3002-99,P,co2,CCGG,411.52,0.07,...,L8,2016,2,26,14,11,0,29.9731,35.0567,156,151,5,402636
WIS,2016,2,8,7,40,0,3419-99,P,co2,CCGG,409.67,0.07,...,L8,2016,2,26,13,23,0,29.9731,35.0567,156,151,5,402634
WIS,2016,2,8,7,40,0,3420-99,P,co2,CCGG,409.6,0.07,...,L8,2016,2,26,13,39,0,29.9731,35.0567,156,151,5,402635
WIS,2016,2,15,8,30,0,1161-99,P,co2,CCGG,413.72,0.07,...,L8,2016,3,8,13,27,0,29.9731,35.0567,156,151,5,403097
WIS,2016,2,15,8,30,0,1162-99,P,co2,CCGG,413.83,0.07,...,L8,2016,3,8,13,43,0,29.9731,35.0567,156,151,5,403098
WIS,2016,2,21,8,10,0,3617-99,P,co2,CCGG,407.72,0.07,...,L8,2016,3,8,14,15,0,29.9731,35.0567,156,151,5,403095
WIS,2016,2,21,8,10,0,3618-99,P,co2,CCGG,407.74,0.07,...,L8,2016,3,8,13,59,0,29.9731,35.0567,156,151,5,403096
WIS,2016,2,28,7,20,0,1745-99,P,co2,CCGG,412.57,0.07,...,L8,2016,3,16,10,11,0,29.9731,35.0567,156,151,5,403661
WIS,2016,2,28,7,20,0,1746-99,P,co2,CCGG,412.51,0.07,...,L8,2016,3,16,9,55,0,29.9731,35.0567,156,151,5,403662
WIS,2016,3,6,6,30,0,827-99,P,co2,CCGG,409.83,0.07,...,L8,2016,3,16,9,23,0,29.9731,35.0567,156,151,5,403659
WIS,2016,3,6,6,30,0,828-99,P,co2,CCGG,410.01,0.07,...,L8,2016,3,16,9,39,0,29.9731,35.0567,156,151,5,403660
WIS,2016,3,13,11,45,0,4785-99,P,co2,CCGG,408.2,0.07,...,L8,2016,4,7,16,6,0,29.9731,35.0567,156,151,5,404707
WIS,2016,3,13,11,45,0,4786-99,P,co2,CCGG,408.21,0.07,...,L8,2016,4,7,16,21,0,29.9731,35.0567,156,151,5,404708
WIS,2016,3,20,7,20,0,1991-99,P,co2,CCGG,413.24,0.07,...,L8,2016,4,7,16,37,0,29.9731,35.0567,156,151,5,404709
WIS,2016,3,20,7,20,0,1992-99,P,co2,CCGG,413.29,0.07,...,L8,2016,4,7,16,53,0,29.9731,35.0567,156,151,5,404710
WIS,2016,3,27,10,0,0,5155-99,P,co2,CCGG,410.42,0.07,...,L8,2016,4,22,15,43,0,29.9731,35.0567,156,151,5,405521
WIS,2016,3,27,10,0,0,5156-99,P,co2,CCGG,410,0.07,...,L8,2016,4,22,15,59,0,29.9731,35.0567,156,151,5,405522
WIS,2016,4,3,9,30,0,1963-99,P,co2,CCGG,408.52,0.07,...,L8,2016,4,27,11,26,0,29.9731,35.0567,156,151,5,405795
WIS,2016,4,3,9,30,0,1964-99,P,co2,CCGG,408.23,0.07,...,L8,2016,4,27,11,42,0,29.9731,35.0567,156,151,5,405796
WIS,2016,4,10,11,0,0,2241-99,P,co2,CCGG,407.31,0.07,...,L8,2016,4,27,10,5,0,29.9731,35.0567,156,151,5,405797
WIS,2016,4,10,11,0,0,2242-99,P,co2,CCGG,407.16,0.07,...,L8,2016,4,27,10,20,0,29.9731,35.0567,156,151,5,405798
WIS,2016,4,18,8,40,0,3403-99,P,co2,CCGG,411,0.07,...,L8,2016,5,19,12,29,0,29.9731,35.0567,156,151,5,406894
WIS,2016,4,18,8,40,0,3404-99,P,co2,CCGG,410.93,0.07,...,L8,2016,5,19,12,45,0,29.9731,35.0567,156,151,5,406895
WIS,2016,4,26,7,40,0,3649-99,P,co2,CCGG,407.92,0.07,...,L8,2016,5,19,13,0,0,29.9731,35.0567,156,151,5,406896
WIS,2016,4,26,7,40,0,3650-99,P,co2,CCGG,407.97,0.07,...,L8,2016,5,19,13,16,0,29.9731,35.0567,156,151,5,406897
WIS,2016,5,2,6,30,0,3741-99,P,co2,CCGG,407.17,0.07,...,L8,2016,6,1,14,59,0,29.9731,35.0567,156,151,5,407676
WIS,2016,5,2,6,30,0,3742-99,P,co2,CCGG,407.51,0.07,...,L8,2016,6,1,15,15,0,29.9731,35.0567,156,151,5,407677
WIS,2016,5,8,7,0,0,2119-99,P,co2,CCGG,406.62,0.07,...,L8,2016,6,1,15,31,0,29.9731,35.0567,156,151,5,407674
WIS,2016,5,8,7,0,0,2120-99,P,co2,CCGG,406.61,0.07,...,L8,2016,6,1,15,47,0,29.9731,35.0567,156,151,5,407675
WIS,2016,5,15,6,40,0,2669-99,P,co2,CCGG,409.64,0.07,...,L8,2016,6,17,12,26,0,29.9731,35.0567,156,151,5,408340
WIS,2016,5,15,6,40,0,2670-99,P,co2,CCGG,409.48,0.07,...,L8,2016,6,17,12,42,0,29.9731,35.0567,156,151,5,408341
WIS,2016,5,23,9,10,0,3927-99,P,co2,CCGG,406.06,0.07,...,L8,2016,6,16,15,32,0,29.9731,35.0567,156,151,5,408427
WIS,2016,5,23,9,10,0,3928-99,P,co2,CCGG,406.11,0.07,...,L8,2016,6,16,15,47,0,29.9731,35.0567,156,151,5,408428
WIS,2016,5,29,6,30,0,3691-99,P,co2,CCGG,400.41,0.07,.X.,L8,2016,6,21,16,31,0,29.9731,35.0567,156,151,5,408887
WIS,2016,5,29,6,30,0,3692-99,P,co2,CCGG,400.34,0.07,.X.,L8,2016,6,21,16,16,0,29.9731,35.0567,156,151,5,408888
WIS,2016,6,6,9,30,0,1623-99,P,co2,CCGG,407.52,0.07,...,L8,2016,6,21,16,47,0,29.9731,35.0567,156,151,5,408889
WIS,2016,6,6,9,30,0,1624-99,P,co2,CCGG,407.52,0.07,...,L8,2016,6,21,17,3,0,29.9731,35.0567,156,151,5,408890
WIS,2016,6,15,7,15,0,115-99,P,co2,CCGG,406.04,0.07,...,L8,2016,7,6,13,46,0,29.9731,35.0567,156,151,5,409541
WIS,2016,6,15,7,15,0,116-99,P,co2,CCGG,406.05,0.07,...,L8,2016,7,6,13,14,0,29.9731,35.0567,156,151,5,409542
WIS,2016,6,19,7,30,0,144-99,P,co2,CCGG,403.24,0.07,...,L8,2016,7,6,14,2,0,29.9731,35.0567,156,151,5,409610
WIS,2016,6,27,7,0,0,2637-99,P,co2,CCGG,402.78,0.07,...,L8,2016,7,22,14,5,0,29.9731,35.0567,156,151,5,410686
WIS,2016,6,27,7,0,0,2638-99,P,co2,CCGG,402.72,0.07,...,L8,2016,7,22,14,20,0,29.9731,35.0567,156,151,5,410687
WIS,2016,7,3,8,0,0,4973-99,P,co2,CCGG,401.31,0.07,...,L8,2016,7,22,14,37,0,29.9731,35.0567,156,151,5,410684
WIS,2016,7,3,8,0,0,4974-99,P,co2,CCGG,401.41,0.07,...,L8,2016,7,22,14,53,0,29.9731,35.0567,156,151,5,410685
WIS,2016,7,10,7,40,0,4639-99,P,co2,CCGG,399.57,0.07,...,L8,2016,8,2,14,55,0,29.9731,35.0567,156,151,5,411358
WIS,2016,7,10,7,40,0,4640-99,P,co2,CCGG,399.42,0.07,...,L8,2016,8,2,14,39,0,29.9731,35.0567,156,151,5,411359
WIS,2016,7,18,6,55,0,3461-99,P,co2,CCGG,400.71,0.07,...,L8,2016,8,2,14,24,0,29.9731,35.0567,156,151,5,411354
WIS,2016,7,18,6,55,0,3462-99,P,co2,CCGG,400.54,0.07,...,L8,2016,8,2,14,8,0,29.9731,35.0567,156,151,5,411355
WIS,2016,7,25,7,20,0,5301-99,P,co2,CCGG,398.29,0.07,...,L8,2016,8,22,14,22,0,29.9731,35.0567,156,151,5,412598
WIS,2016,7,25,7,20,0,5302-99,P,co2,CCGG,398.53,0.07,...,L8,2016,8,22,14,7,0,29.9731,35.0567,156,151,5,412599
WIS,2016,8,1,7,30,0,3171-99,P,co2,CCGG,397.38,0.07,...,L8,2016,8,22,13,35,0,29.9731,35.0567,156,151,5,412602
WIS,2016,8,1,7,30,0,5055-99,P,co2,CCGG,397.47,0.07,...,L8,2016,8,22,13,51,0,29.9731,35.0567,156,151,5,412603
WIS,2016,8,14,7,30,0,1603-99,P,co2,CCGG,400.27,0.07,...,L8,2016,8,31,10,30,0,29.9731,35.0567,156,151,5,413259
WIS,2016,8,21,7,0,0,1491-99,P,co2,CCGG,287.84,-999.99,A..,L8,2016,9,6,16,19,0,29.9731,35.0567,156,151,5,413251
WIS,2016,8,21,7,0,0,1492-99,P,co2,CCGG,286.68,-999.99,A..,L8,2016,9,6,16,35,0,29.9731,35.0567,156,151,5,413252
WIS,2016,9,1,8,5,0,5549-99,P,co2,CCGG,403.11,0.07,...,L10,2016,10,4,11,11,0,29.9646,35.0605,156,151,5,414347
WIS,2016,9,1,8,5,0,5550-99,P,co2,CCGG,403.28,0.07,...,L10,2016,10,4,11,26,0,29.9646,35.0605,156,151,5,414348
WIS,2016,9,7,11,0,0,5547-99,P,co2,CCGG,401.57,0.07,...,L10,2016,10,4,11,42,0,29.9646,35.0605,156,151,5,414345
WIS,2016,9,7,11,0,0,5548-99,P,co2,CCGG,401.44,0.07,...,L10,2016,10,4,11,58,0,29.9646,35.0605,156,151,5,414346
WIS,2016,9,14,11,30,0,3573-99,P,co2,CCGG,401.38,0.07,...,L10,2016,10,14,11,36,0,29.9646,35.0605,156,151,5,415002
WIS,2016,9,14,11,30,0,3574-99,P,co2,CCGG,401.37,0.07,...,L10,2016,10,14,11,20,0,29.9646,35.0605,156,151,5,415003
WIS,2016,9,21,9,30,0,4107-99,P,co2,CCGG,402.35,0.07,...,L10,2016,10,14,10,49,0,29.9646,35.0605,156,151,5,415004
WIS,2016,9,21,9,30,0,4108-99,P,co2,CCGG,402.34,0.07,...,L10,2016,10,14,11,5,0,29.9646,35.0605,156,151,5,415005
WIS,2016,9,28,6,0,0,5227-99,P,co2,CCGG,401.33,0.07,N..,L10,2016,10,24,17,30,0,29.9646,35.0605,156,151,5,415319
WIS,2016,9,28,6,0,0,5228-99,P,co2,CCGG,401.19,0.07,...,L10,2016,10,24,17,14,0,29.9646,35.0605,156,151,5,415320
WIS,2016,10,5,12,25,0,1963-99,P,co2,CCGG,404.78,0.07,...,L10,2016,10,24,16,42,0,29.9646,35.0605,156,151,5,415321
WIS,2016,10,5,12,25,0,1964-99,P,co2,CCGG,404.86,0.07,...,L10,2016,10,24,16,58,0,29.9646,35.0605,156,151,5,415322
WIS,2016,10,13,8,30,0,5451-99,P,co2,CCGG,406.72,0.07,...,L10,2016,11,7,15,43,0,29.9646,35.0605,156,151,5,416306
WIS,2016,10,13,8,30,0,5452-99,P,co2,CCGG,406.54,0.07,...,L10,2016,11,7,15,27,0,29.9646,35.0605,156,151,5,416307
WIS,2016,10,19,8,42,0,5449-99,P,co2,CCGG,407.03,0.07,...,L10,2016,11,7,16,15,0,29.9646,35.0605,156,151,5,416304
WIS,2016,10,19,8,42,0,5450-99,P,co2,CCGG,406.67,0.07,...,L10,2016,11,7,15,59,0,29.9646,35.0605,156,151,5,416305
WIS,2016,10,27,7,50,0,5527-99,P,co2,CCGG,404.83,0.07,...,L10,2016,11,22,14,14,0,29.9646,35.0605,156,151,5,417067
WIS,2016,10,27,7,50,0,5528-99,P,co2,CCGG,404.71,0.07,...,L10,2016,11,22,14,29,0,29.9646,35.0605,156,151,5,417068
WIS,2016,10,31,9,8,0,5437-99,P,co2,CCGG,408.43,0.07,...,L10,2016,11,22,13,58,0,29.9646,35.0605,156,151,5,417065
WIS,2016,10,31,9,8,0,5438-99,P,co2,CCGG,408.4,0.07,...,L10,2016,11,22,13,42,0,29.9646,35.0605,156,151,5,417066
WIS,2016,11,9,11,0,0,4443-99,P,co2,CCGG,407.13,0.07,...,L10,2016,12,7,14,54,0,29.9646,35.0605,156,151,5,417731
WIS,2016,11,9,11,0,0,4444-99,P,co2,CCGG,407,0.07,...,L10,2016,12,7,15,10,0,29.9646,35.0605,156,151,5,417732
WIS,2016,11,14,11,50,0,3575-99,P,co2,CCGG,413.27,0.07,...,L10,2016,12,7,14,38,0,29.9646,35.0605,156,151,5,417729
WIS,2016,11,14,11,50,0,3576-99,P,co2,CCGG,413.39,0.07,...,L10,2016,12,7,14,22,0,29.9646,35.0605,156,151,5,417730
WIS,2016,11,21,12,5,0,4185-99,P,co2,CCGG,409.73,0.07,...,L10,2016,12,15,12,4,0,29.9646,35.0605,156,151,5,418073
WIS,2016,11,21,12,5,0,4186-99,P,co2,CCGG,409.72,0.07,...,L10,2016,12,15,12,19,0,29.9646,35.0605,156,151,5,418074
WIS,2016,11,30,13,40,0,635-99,P,co2,CCGG,406.36,0.07,...,L10,2016,12,15,12,35,0,29.9646,35.0605,156,151,5,418071
WIS,2016,11,30,13,40,0,636-99,P,co2,CCGG,406.51,0.07,...,L10,2016,12,15,12,51,0,29.9646,35.0605,156,151,5,418072
WIS,2016,12,6,7,30,0,4887-99,P,co2,CCGG,413.75,0.07,...,L10,2017,1,10,16,8,0,29.9646,35.0605,156,151,5,418848
WIS,2016,12,6,7,30,0,4888-99,P,co2,CCGG,413.83,0.07,...,L10,2017,1,10,16,24,0,29.9646,35.0605,156,151,5,418849
WIS,2016,12,12,12,5,0,827-99,P,co2,CCGG,408.06,0.07,...,L10,2017,1,10,15,36,0,29.9646,35.0605,156,151,5,418850
WIS,2016,12,12,12,5,0,828-99,P,co2,CCGG,408.13,0.07,...,L10,2017,1,10,15,52,0,29.9646,35.0605,156,151,5,418851
WIS,2016,12,22,9,30,0,1527-99,P,co2,CCGG,409.17,0.07,...,L10,2017,1,24,10,25,0,29.9646,35.0605,156,151,5,419394
WIS,2016,12,22,9,30,0,1528-99,P,co2,CCGG,409.05,0.07,...,L10,2017,1,24,10,41,0,29.9646,35.0605,156,151,5,419395
WIS,2016,12,27,9,30,0,3215-99,P,co2,CCGG,414.26,0.07,+..,L10,2017,1,23,17,18,0,29.9646,35.0605,156,151,5,419396
WIS,2016,12,27,9,30,0,3216-99,P,co2,CCGG,409.87,0.07,-..,L10,2017,1,23,17,34,0,29.9646,35.0605,156,151,5,419397
WIS,2017,1,5,10,4,0,4533-99,P,co2,CCGG,410.34,0.07,...,L10,2017,1,31,13,23,0,29.9646,35.0605,156,151,5,419818
WIS,2017,1,5,10,4,0,4534-99,P,co2,CCGG,410.44,0.07,...,L10,2017,1,31,13,39,0,29.9646,35.0605,156,151,5,419819
WIS,2017,1,10,11,13,0,3031-99,P,co2,CCGG,411.3,0.07,+..,L10,2017,1,31,12,51,0,29.9646,35.0605,156,151,5,419816
WIS,2017,1,10,11,13,0,3032-99,P,co2,CCGG,410.07,0.07,-..,L10,2017,1,31,13,7,0,29.9646,35.0605,156,151,5,419817
WIS,2017,1,16,10,20,0,2219-99,P,co2,CCGG,411.44,0.07,...,L10,2017,2,13,15,1,0,29.9646,35.0605,156,151,5,420625
WIS,2017,1,16,10,20,0,2220-99,P,co2,CCGG,411.35,0.07,...,L10,2017,2,13,15,17,0,29.9646,35.0605,156,151,5,420626
WIS,2017,1,24,9,30,0,261-99,P,co2,CCGG,410.69,0.07,...,L10,2017,2,13,15,33,0,29.9646,35.0605,156,151,5,420623
WIS,2017,1,24,9,30,0,262-99,P,co2,CCGG,411.12,0.07,...,L10,2017,2,13,15,49,0,29.9646,35.0605,156,151,5,420624
WIS,2017,2,12,11,0,0,4593-99,P,co2,CCGG,411.17,0.07,...,L10,2017,3,7,17,2,0,29.9646,35.0605,156,151,5,422082
WIS,2017,2,12,11,0,0,4594-99,P,co2,CCGG,411.09,0.07,...,L10,2017,3,7,17,18,0,29.9646,35.0605,156,151,5,422083
